"40649";"SANTA BARBARA DO LESTE";"6129";"Rio Doce"
"40665";"SANTA RITA DE MINAS";"4612";"Rio Doce"
"40681";"SANTANA DO PARAISO";"12252";"Rio Doce"
"40746";"SAO JOAO DO MANTENINHA";"4202";"Rio Doce"
"40860";"UBAPORANGA";"7928";"Rio Doce"
"40908";"VARGEM ALEGRE";"5134";"Rio Doce"
"41149";"NOVA BELEM";"3108";"Rio Doce"
"41254";"BELO ORIENTE";"15028";"Rio Doce"
"41343";"PIEDADE DE CARATINGA";"4633";"Rio Doce"
"41360";"PINGO D'AGUA";"3105";"Rio Doce"
"41548";"SAO DOMINGOS DAS DORES";"4280";"Rio Doce"
"41556";"BOM JESUS DO GALHO";"9646";"Rio Doce"
"41564";"SAO FELIX DE MINAS";"2549";"Rio Doce"
"41580";"SAO GERALDO DO BAIXIO";"2379";"Rio Doce"
"41750";"BRAUNAS";"3329";"Rio Doce"
"41769";"BUGRE";"3387";"Rio Doce"
"41823";"CANTAGALO";"2593";"Rio Doce"
"41980";"CUPARAQUE";"3183";"Rio Doce"
"42064";"FREI LAGONEGRO";"2538";"Rio Doce"
"42145";"GOIABEIRA";"2264";"Rio Doce"
"42153";"CAMPANARIO";"2723";"Rio Doce"
"42226";"IMBE DE MINAS";"4622";"Rio Doce"
"42323";"JOSE RAYDAN";"2996";"Rio Doce"
"42366";"SAO SEBASTIAO DO ANTA";"3892";"Rio Doce"
"42420";"TAPARUBA";"3021";"Rio Doce"
"42676";"CARATINGA";"48334";"Rio Doce"
"42757";"CARMESIA";"2010";"Rio Doce"
"43133";"CENTRAL DE MINAS";"4986";"Rio Doce"
"45497";"GONZAGA";"3318";"Rio Doce"
"45535";"GOVERNADOR VALADARES";"149365";"Rio Doce"
"45594";"GUANHAES";"17020";"Rio Doce"
"45853";"IAPU";"6559";"Rio Doce"
"46175";"INHAPIM";"17269";"Rio Doce"
"46230";"IPANEMA";"11532";"Rio Doce"
"46256";"IPATINGA";"142974";"Rio Doce"
"46353";"ITABIRINHA";"6618";"Rio Doce"
"46531";"ITAMBACURI";"13693";"Rio Doce"
"46639";"ITANHOMI";"7799";"Rio Doce"
"46817";"ITUETA";"4661";"Rio Doce"
"46990";"JAGUARACU";"2320";"Rio Doce"
"47210";"JOANESIA";"4151";"Rio Doce"
"47910";"MANTENA";"15002";"Rio Doce"
"48011";"MARILAC";"3086";"Rio Doce"
"48054";"MARLIERIA";"3286";"Rio Doce"
"48119";"MATERLANDIA";"3336";"Rio Doce"
"48291";"MENDES PIMENTEL";"4320";"Rio Doce"
"48330";"MESQUITA";"4360";"Rio Doce"
"43354";"COLUNA";"5409";"Rio Doce"
"43478";"CONCEICAO DE IPANEMA";"3150";"Rio Doce"
"43672";"CONSELHEIRO PENA";"13668";"Rio Doce"
"43834";"COROACI";"7343";"Rio Doce"
"43877";"CORONEL FABRICIANO";"61758";"Rio Doce"
"45918";"IBIAI";"5176";"Norte de Minas"
